id,parentId,videoId,channelId,channelName,channelThumb,commentDate,commentText,likes,isReply,replyCount,tags
UgyEGlDWLrH4zGzzkHN4AaABAg,,OTYP896o9m0,UCBhyznoy_2nH3rV_2AnVaNg,@drlordbasil,https://yt3.ggpht.com/ESQ4UKxcpA5E5gcP5ZMzexuViC0FaDRNCXrTS2Ulib_yDy7PAXyb1Ly2kWm5W47NkgzMFdkdkQ=s48-c-k-c0x00ffffff-no-rj,2024-04-20T08:24:19,Groq already added the new llama3 models to their API.,0,false,0,
UgzBxH9CggfuCvFFXKl4AaABAg,,OTYP896o9m0,UCgBXNb5Pjyhcd99IrxTQpFQ,@olegtepliakov1619,https://yt3.ggpht.com/PMJkWrKRcE4SdAGfvB9PvByXUJ9_KYrLwmCh5Lha1genK2Vly2R6E2r9zY6xLMtjSwRliE_v=s48-c-k-c0x00ffffff-no-rj,2024-04-20T06:49:17,Please try Ernie chat bot from Baidu. It is Chinese model which is developing rapidly.,0,false,0,
UgzfSPMKevEcE4IwDjh4AaABAg,,OTYP896o9m0,UCfVNbaXS2DSR4FUGR3f6ubQ,@NickDrinksWater,https://yt3.ggpht.com/WV7m_7Q9wD47wGUlc5bofHzVJyOwyL9wiQsessCoV5RuddVnPN_mICLF7vBK8gYdLv_ktFUR=s48-c-k-c0x00ffffff-no-rj,2024-04-20T06:44:33,"Every day, ai is taking an INSANE leap forward!",0,false,0,
UgyLaAK5AxDa8LUs2dt4AaABAg,,OTYP896o9m0,UCnnD9CH_YpS3Zvjn5y_jZEg,@AndrewJohnYoung,https://yt3.ggpht.com/ytc/AIdro_lP2-c4eEEcfu3FXVzSLzT_CX9NFO48dJznpf-jtBiCmReT=s48-c-k-c0x00ffffff-no-rj,2024-04-20T06:20:48,Is there a finance or budget planner that is AI powered?,1,false,1,
UgwX5xRy6gv6G61nqYV4AaABAg,,OTYP896o9m0,UCHrfyjankyhvRR716LtvM4g,@Kelvinapplegate,https://yt3.ggpht.com/wy6Mj9GM1CY36OqcOnOzXSuDy65lUP_wC3He7AsrvOd_zEjos-6uE7bEtS8RJ6yCxy2AV-mW3g=s48-c-k-c0x00ffffff-no-rj,2024-04-20T06:06:12,Last time I used chat GPT was because I felt like I had to And I don&#39;t recall when that was,0,false,0,
UgzyUmDErGadlDzPy2J4AaABAg.A2Qdq3vXH1ZA2Qri8kU_Y0,UgzyUmDErGadlDzPy2J4AaABAg,OTYP896o9m0,UCHhYXsLBEVVnbvsq57n1MTQ,@aiadvantage,https://yt3.ggpht.com/YOkmsQf2AKTYGDXWkb12vUVtdfMoljLy57QtfidJ7Fz0TQuN5XCDiXzR261K2dmKVOL8dwg9Bjo=s48-c-k-c0x00ffffff-no-rj,2024-04-20T04:48:15,❤,0,true,,
Ugz8Y8M0iV5Qu52UBhl4AaABAg.A2QWGJ-yin4A2Qre1AwM64,Ugz8Y8M0iV5Qu52UBhl4AaABAg,OTYP896o9m0,UCHhYXsLBEVVnbvsq57n1MTQ,@aiadvantage,https://yt3.ggpht.com/YOkmsQf2AKTYGDXWkb12vUVtdfMoljLy57QtfidJ7Fz0TQuN5XCDiXzR261K2dmKVOL8dwg9Bjo=s48-c-k-c0x00ffffff-no-rj,2024-04-20T04:47:41,"<a href=""http://chat.lmsys.org/"">chat.lmsys.org</a>",1,true,,
UgxJs7FPl78qIi2gCcF4AaABAg,,OTYP896o9m0,UCFD85uJ1VsStg7IwTyuQJdA,@kizmu2003,https://yt3.ggpht.com/ytc/AIdro_mlGu5_0NrEK8oZX-_OeM8V_lxZdRfEmzY_3FO2KtvHEhg=s48-c-k-c0x00ffffff-no-rj,2024-04-20T04:26:22,"And I wonder what data Udio has been trained on? To get all those genres of music? If it&#39;s generated on copyrighted content, the creators should be compensated and asked if they wish to participate? It might seem like fun mashing up genres of music, but if you look under the hood, this is very nasty exploitation of art. Doesn&#39;t sound like fair use.",0,false,0,
UgzyUmDErGadlDzPy2J4AaABAg,,OTYP896o9m0,UCcVmfzRVuN5aZuXWeff1_qw,@shaniburshtein,https://yt3.ggpht.com/LB2OfqKcMd4zh_YWiAk81fyRvY7lgH6Xjqb9-90ho-NFJo33FgJdKwDRDxCRFXgi7kowmNi5M6w=s48-c-k-c0x00ffffff-no-rj,2024-04-20T02:47,Loved it!,1,false,1,
UgynYvtX2fz9msE0KwN4AaABAg.A2QZa2l0YgMA2QaH0cD2wI,UgynYvtX2fz9msE0KwN4AaABAg,OTYP896o9m0,UCHhYXsLBEVVnbvsq57n1MTQ,@aiadvantage,https://yt3.ggpht.com/YOkmsQf2AKTYGDXWkb12vUVtdfMoljLy57QtfidJ7Fz0TQuN5XCDiXzR261K2dmKVOL8dwg9Bjo=s48-c-k-c0x00ffffff-no-rj,2024-04-20T02:15:52,It’s entirely optional and not for everyone. Additionally paying 10 people that help<br>me run it costs money yes.,0,true,,
Ugx8Z9Ulljb75FJN1EB4AaABAg,,OTYP896o9m0,UCUfFYUi-EBXgltp55rnJd4w,@jonmichaelgalindo,https://yt3.ggpht.com/ytc/AIdro_nEBuwr9B8T0ytGrXC-cVYXPGza-eDFP4c0YPEFGbAUEgk=s48-c-k-c0x00ffffff-no-rj,2024-04-20T02:14:47,Wow you&#39;re bad at image prompting. Don&#39;t tell it what to do (&quot;show the body&quot;); describe the image (&quot;a full-body shot&quot;).,0,false,1,
Ugzweet00Mgcr9MR2wR4AaABAg,,OTYP896o9m0,UCJhggKFeNFqKzYTHAnSNTgw,@Toxicflu,https://yt3.ggpht.com/ytc/AIdro_lO_JSs-BdJYsCfSA-9oMKSuhYcdc7FYdGQnAvncdNCAQ=s48-c-k-c0x00ffffff-no-rj,2024-04-20T02:13:54,"goa trance is like: Simon Posford, Infected Mushroom or  Astral Projection.   Afto-Cuban jazz is like: Dizzy Gillespie, Chucho Valdés or Omar Sosa.  So combine them both and you&#39;ll get  Goa trance afro-cuban jazz.  ;)",1,false,0,
Ugz2HwTF-U2PJlrvjHt4AaABAg.A2QY7iDLxqlA2Qa2JmpEZZ,Ugz2HwTF-U2PJlrvjHt4AaABAg,OTYP896o9m0,UCHhYXsLBEVVnbvsq57n1MTQ,@aiadvantage,https://yt3.ggpht.com/YOkmsQf2AKTYGDXWkb12vUVtdfMoljLy57QtfidJ7Fz0TQuN5XCDiXzR261K2dmKVOL8dwg9Bjo=s48-c-k-c0x00ffffff-no-rj,2024-04-20T02:13:51,"Thank you for the feedback. Over time I learned not to state pricing as its dynamic and I will increase it with time and then the video segment becomes outdated but I see your point! I should have mentioned that it’s a paid community. Having spent months with the people in there I’m not used to doing that when talking about it but zest zou are right I should have. <br><br>Btw we already had a free community with the discord last year and we could never make the event work as there was too much noise and new people all the time. That’s why the 3 month minimum and member cap now. <br><br>Again, thanks for sharing.",1,true,,
UgynYvtX2fz9msE0KwN4AaABAg,,OTYP896o9m0,UCtcrhJDg86MGR7NwNo9tbvw,@finalfan321,https://yt3.ggpht.com/ytc/AIdro_nj3JC72V3YmV3gQEM89KsjrxElMZ4BlYBzrJ3PXEPnag=s48-c-k-c0x00ffffff-no-rj,2024-04-20T02:01:07,60 euros per month ? you mad?,0,false,1,
Ugz4_aBhq-d3bhUnetd4AaABAg,,OTYP896o9m0,UCyXltiUkh9oBVOMfVj6CnOA,@ghostlevelzero7446,https://yt3.ggpht.com/B8RyY6kQsyt0l17J1e0qHPNJOoizExOqbs6V4WO06FIiYzB2Gx9R8skhlYSvTQyignHA-4Jc3A=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:52:43,AIs hiring humans sounds like a great remote work opportunity to me!,5,false,0,
Ugz2HwTF-U2PJlrvjHt4AaABAg,,OTYP896o9m0,UCUhFDxNahFZkn838FLKaEbA,@gsam3461,https://yt3.ggpht.com/ytc/AIdro_lQDfs7cElA7nXfHwArlVkr5qpxZZ33yo4UzPf0Fgs=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:48:22,"Love this channel and what you do, but I feel the way you so wholesomely described your AIA Community was a bit disingenuous as you make zero mention of how much it actually costs. Just be 100% transparent all the time- I assure you, your fan base will become more loyal if you do. <br><br>Side note- this has nothing to do with whether or not I feel the fees are &quot;worth it&quot;- just that your pitch definitely made it sound more like a selfless thing you did for the community when, in reality (regardless of how you look at it or defend it), it was created to make you profit.",0,false,1,
Ugz8Y8M0iV5Qu52UBhl4AaABAg,,OTYP896o9m0,UCN9go3luclGbr3UuaHYIs0w,@ivanrosseto9494,https://yt3.ggpht.com/ytc/AIdro_kty3XGsVbSQ3qZdgvQbKZ95lQolvLusXs01mT5nCA=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:32:04,where i can find the ai ranks you showed?,0,false,1,
UgzcY7jT53LCvPz-tB14AaABAg,,OTYP896o9m0,UCOfJRyavulvrnM3QBneT9Sw,@meghrajpatil4150,https://yt3.ggpht.com/LlgYh1TSxel01g42XJI1jwhRSJyX8iOHAmHr5HTqXBeDgF_FsEgXGUL6ykYnAJp9ky7zLJRdtw=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:24:11,Stand up Comedy - Aakash Gupta understood,3,false,0,
UgzoPaFKt3kdinRmTYd4AaABAg,,OTYP896o9m0,UCsfjmgg4heCx0SOn5BL5_1w,@angloland4539,https://yt3.ggpht.com/ytc/AIdro_mCxDdH0wQ_qPRMgLnfNoK_hZyrSxkpCqdNu6V2zKQe=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:19:21,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>",0,false,0,
UgxvIVMWp5tLEJVyE_d4AaABAg.A2QSyWsAgHNA2QTy47e7LL,UgxvIVMWp5tLEJVyE_d4AaABAg,OTYP896o9m0,UCHhYXsLBEVVnbvsq57n1MTQ,@aiadvantage,https://yt3.ggpht.com/YOkmsQf2AKTYGDXWkb12vUVtdfMoljLy57QtfidJ7Fz0TQuN5XCDiXzR261K2dmKVOL8dwg9Bjo=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:11:58,open source moving at the speed of light,0,true,,
UgxvIVMWp5tLEJVyE_d4AaABAg,,OTYP896o9m0,UCfX0njQK29FcQ-kMdrikKjA,@cryptocatz0,https://yt3.ggpht.com/_QS4Qb4kvn3iDO2wPE-3ymhOVtNWV_nfhuXJoK287HrHbtheoJ1H8cqd_y5Ca-OocZpFjDlkDA=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:03:17,Things moving so flipping fast - thanks for the update.,2,false,1,
UgwkToxlZ8N4fvG82cV4AaABAg,,OTYP896o9m0,UCtZ1X4w9gqWqY-kg_nphrRg,@swolgan3527,https://yt3.ggpht.com/y47tip1KfZeq17_heFkgdOBRMIl-3Ow6JRPQAVl-cseBtQ3InAh9V0MJboxyUxwefnHXnqpWqFI=s48-c-k-c0x00ffffff-no-rj,2024-04-20T01:02:12,❤🎉,0,false,0,
